"Title","Progress","Type","MAL_Score","AniList_Score","Genres","Notes","MAL_URL","AniList_URL","Current_MAL_Score","Current_AniList_Score","Average_Score"
"Made in Abyss: Wandering Twilight","0/1","Movie","7.29","8.2","Adventure, Drama, Fantasy, Mystery, Sci-Fi, Seinen","[Matched: MADE IN ABYSS: Wandering Twilight]","https://myanimelist.net/anime/37515","https://anilist.co/anime/101344","","",""
"Campfire Cooking in Another World with my Absurd Skill Season 2","0/12","TV","7.29","7.6","Adventure, Fantasy, Gourmet","[Matched: Campfire Cooking in Another World with My Absurd Skill Season 2]","https://myanimelist.net/anime/57025","https://anilist.co/anime/170577","","",""
"Spice and Wolf II: Wolf and the Amber Melancholy","0/1","OVA","7.28","8.1","Adventure, Fantasy, Romance, Supernatural","[Matched: Spice and Wolf: Wolf and Amber Melancholy]","NEEDS_LOOKUP","NEEDS_LOOKUP","","",""
"Princess Lover!","0/12","TV","7.28","6.9","Comedy, Ecchi, Harem, Romance, School, Supernatural","[Matched: Princess Lover!]","https://myanimelist.net/anime/6201","https://anilist.co/anime/6201","","",""
"Helck","0/24","TV","7.28","7.5","Action, Adventure, Comedy, Demons, Fantasy","[Matched: Helck]","https://myanimelist.net/anime/51020","https://anilist.co/anime/145140","","",""
"TenPuru","0/12","TV","7.27","6.7","Comedy, Ecchi, Harem, Romance, Slice of Life","[Matched: TenPuru]","https://myanimelist.net/anime/54275","https://anilist.co/anime/160447","","",""
"RWBY: Ice Queendom","0/12","TV","7.27","6.4","Action, Fantasy, Mahou Shoujo, Sci-Fi","[Matched: RWBY : Ice Queendom]","https://myanimelist.net/anime/51381","https://anilist.co/anime/146668","","",""
"I'm Giving the Disgraced Noble Lady I Rescued a Crash Course in Naughtiness","0/12","TV","7.27","7.7","Comedy, Ecchi, Fantasy, Romance, Shoujo, Yuri","[Matched: I'm Giving the Disgraced Noble Lady I Rescued a Crash Course in Naughtiness]","NEEDS_LOOKUP","NEEDS_LOOKUP","","",""
"Girlfriend, Girlfriend","0/12","TV","7.26","6.89","7, Comedy, Harem, Romance, School, Shounen","[Matched: Girlfriend, Girlfriend]","https://myanimelist.net/anime/43969","https://anilist.co/anime/126192","","",""
"ORIENT","0/12","TV","7.25","6.7","Action, Fantasy, Shounen, Supernatural, Samurai","[Matched: Orient]","https://myanimelist.net/anime/45560","https://anilist.co/anime/128034","","",""
"You and I Are Polar Opposites","0/12","TV","7.24","7.2","Romance, School","[Matched: You and I Are Polar Opposites]","https://myanimelist.net/anime/60371","https://anilist.co/anime/184951","","",""
"Yona of the Dawn OVA","0/3","OVA","7.24","8.2","Action, Adventure, Comedy, Fantasy, Romance, Shoujo","[Matched: Yona of the Dawn OVA]","NEEDS_LOOKUP","NEEDS_LOOKUP","","",""
"Made in Abyss: Journey's Dawn","0/1","Movie","7.24","8.2","Adventure, Drama, Fantasy, Mystery, Sci-Fi, Seinen","[Matched: MADE IN ABYSS: Journey's Dawn]","https://myanimelist.net/anime/37514","https://anilist.co/anime/101343","","",""
"The Moment You Fall in Love","0/1","Movie","7.23","7.3","Romance, School","[VERIFY_MANUALLY]","FAILED_LOOKUP","FAILED_LOOKUP","","",""
"TONIKAWA: Over The Moon For You ~Uniform~","0/1","Special","7.23","7.9","Comedy, Romance, Slice of Life","[Matched: TONIKAWA: Over The Moon For You]","https://myanimelist.net/anime/51533","https://anilist.co/anime/141212","","",""
"Recovery of an MMO Junkie OVA","0/1","OVA","7.23","7.3","Comedy, Game, Romance, Slice of Life","[VERIFY_MANUALLY]","FAILED_LOOKUP","FAILED_LOOKUP","","",""
"Dawang Raoming","0/12","ONA","7.23","7","Action, Fantasy","[Matched: Dawang Raoming]","https://myanimelist.net/anime/44406","https://anilist.co/anime/120220","","",""
"The Prince of Tennis","0/178","TV","7.22","7.9","Action, Comedy, School, Shounen, Sports","[Matched: Prince of Tennis: Pairpuri]","https://myanimelist.net/anime/10862","https://anilist.co/anime/10862","","",""
"Blue Orchestra Season 2","0/21","TV","7.22","TBD","Music, School, Slice of Life","[2024+] Upcoming","UNRELEASED","UNRELEASED","Unrated","Unrated",""
"the Garden of sinners -recalled out summer-","0/1","Movie","7.21","7.5","Mystery, Supernatural, Drama, Romance, Thriller","[Matched: Garden of Sinners der Film: Thanatos]","https://myanimelist.net/anime/2593","https://anilist.co/anime/2593","","",""
"Tokidoki Bosotto Russiago de Dereru Tonari no Alya-san Season 2","0","TV","7.2","TBD","Comedy, Romance, School","""""Tokidoki Bosotto Russiago de Dereru Tonari no Alya-san Season 2"""" [Matched: Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san Season 2]","https://myanimelist.net/anime/59873","https://anilist.co/anime/181641","","",""
"The Sacred Blacksmith","0/12","TV","7.2","6.8","Action, Adventure, Fantasy","[Matched: Sacred 7: Night Edition]","https://myanimelist.net/anime/11635","https://anilist.co/anime/11635","","",""
"Sweet Reincarnation","0/12","ONA","7.2","6.3","Fantasy, Gourmet, Isekai","[Matched: Sweet Reincarnation Mini Anime]","https://myanimelist.net/anime/55753","https://anilist.co/anime/166988","","",""
"Sound! Euphonium 3","0/13","TV","7.2","TBD","Drama, Music, School, Hibike! Euphonium 3","[2024+] 2024 [Matched: Sound! Euphonium 2]","https://myanimelist.net/anime/31988","https://anilist.co/anime/21460","","",""
"PSYCHO-PASS: Sinners of the System 1 - Crime and Punishment","0/1","Movie","7.2","7.7","Action, Mystery, Police, Psychological, Sci-Fi","[Matched: PSYCHO-PASS SS: Case. 1 - Crime and Punishment]","https://myanimelist.net/anime/37440","https://anilist.co/anime/102649","","",""
"Kaguya-sama: Love Is War -Stairway to Adulthood-","0/2","Special","7.2","8.5","Comedy, Psychological, Romance","[Matched: Kaguya-sama: Love Is War - Stairway to Adulthood]","https://myanimelist.net/anime/61903","https://anilist.co/anime/194884","","",""
"Love Live! Nijigasaki High School Idol Club","0/13","TV","7.19","7.3","Music, School, Slice of Life, Idols","[Matched: Love Live ! Nijigasaki High School Idol Club]","https://myanimelist.net/anime/40879","https://anilist.co/anime/113970","","",""
"La Storia Della Arcana Famiglia","0/12","TV","7.19","6.3","Action, Harem, Romance, Shoujo","[VERIFY_MANUALLY]","FAILED_LOOKUP","FAILED_LOOKUP","","",""
"LAZARUS","0/13","TV","7.19","TBD","Action, Sci-Fi","[2024+] Upcoming 2025","UNRELEASED","UNRELEASED","Unrated","Unrated",""
"Code Geass: Rozé of the Recapture","0/12","ONA","7.19","7.2","Action, Drama, Mecha, Military, Sci-Fi","[Matched: Code Geass : Rozé of the Recapture]","https://myanimelist.net/anime/56835","https://anilist.co/anime/126830","","",""
"A Good Librarian Like a Good Shepherd","0/12","TV","7.19","6.6","Comedy, Harem, Romance, School","[Matched: A Good Librarian Like a Good Shepherd]","https://myanimelist.net/anime/17827","https://anilist.co/anime/17827","","",""
"Tearmoon Empire","0/12","TV","7.18","7.4","Comedy, Drama, Fantasy, Romance","[Matched: Tearmoon Empire]","https://myanimelist.net/anime/52962","https://anilist.co/anime/154384","","",""
"PSYCHO-PASS: Sinners of the System 2 - First Guardian","0/1","Movie","7.18","7.8","Action, Mystery, Police, Psychological","[Matched: Psycho-Pass: Sinners of the System Case.2 - First Guardian]","https://myanimelist.net/anime/37441","https://anilist.co/anime/104382","","",""
"PSYCHO-PASS 3: First Inspector","0/3","ONA","7.16","7.6","Action, Mystery, Police, Psychological, Sci-Fi, Thriller","[Matched: Psycho-Pass 3: First Inspector]","NEEDS_LOOKUP","NEEDS_LOOKUP","","",""
"Migi&Dali","0/13","TV","7.16","7.9","Comedy, Mystery, Slice of Life, Suspense","[Matched: Migi to Dali]","https://myanimelist.net/anime/50586","https://anilist.co/anime/142666","","",""
"given: on the other hand","0/1","OVA","7.14","7.9","Boys Love, Drama, Romance","[Matched: Given - on the other hand]","https://myanimelist.net/anime/49053","https://anilist.co/anime/134710","","",""
"RADIANT Season 2","0/21","TV","7.12","7.2","Action, Adventure, Comedy, Fantasy, Shounen","[Matched: RADIANT Season 2]","https://myanimelist.net/anime/39355","https://anilist.co/anime/108040","","",""
"Haven't You Heard? I'm Sakamoto: Haven't You Heard? I was Sakamoto","0/1","OVA","7.11","7.6","Comedy, School, Seinen, Slice of Life","[Matched: Haven't You Heard? I Was Sakamoto]","https://myanimelist.net/anime/33524","https://anilist.co/anime/21862","","",""
"Darker than Black: Beneath Cherry Blossoms in Full Bloom","0/1","Special","7.11","7.6","Action, Comedy, Mystery, Sci-Fi, Supernatural","[Matched: Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita]","https://myanimelist.net/anime/4182","https://anilist.co/anime/4182","","",""
"ATRI -My Dear Moments-","0/13","TV","7.11","7.8","Drama, Romance, Sci-Fi, Visual Novel","[Matched: ATRI -My Dear Moments-]","https://myanimelist.net/anime/53128","https://anilist.co/anime/154963","","",""
"Isekai Quartet The Movie: Another World","0/1","Movie","7.1","7.3","Comedy, Fantasy, Isekai, Parody","[Matched: Isekai Quartet Movie: Another World]","https://myanimelist.net/anime/41567","https://anilist.co/anime/117074","","",""
"Flower and Asura","0/12","TV","7.10","TBD","Sports, Hana wa Saku, Shura no Gotoku","[2024+] Upcoming","UNRELEASED","UNRELEASED","Unrated","Unrated",""
"Code Geass: Lelouch of the Rebellion III - Glorification","0/1","Movie","7.1","8.1","Action, Drama, Mecha, Military, Sci-Fi, Super Power","[Matched: Code Geass: Lelouch of the Rebellion III - Glorification]","https://myanimelist.net/anime/34440","https://anilist.co/anime/101813","","",""
"Blue Archive The Animation","0/12","TV","7.1","7.1","Action, Fantasy, School","[Matched: Blue Archive the Animation]","https://myanimelist.net/anime/54309","https://anilist.co/anime/160589","","",""
"Beheneko: The Elf-Girl's Cat is Secretly an S-Ranked Monster!","0/12","TV","7.1","6.8","Comedy, Fantasy, Slice of Life","[Matched: Beheneko: The Elf-Girl's Cat is Secretly an S-Ranked Monster!]","NEEDS_LOOKUP","NEEDS_LOOKUP","","",""
"Shigurui: Death Frenzy","0/12","TV","7.09","7","Action, Drama, Historical, Martial Arts, Seinen","[Matched: Shigurui: Death Frenzy]","https://myanimelist.net/anime/2216","https://anilist.co/anime/2216","","",""
"Heaven's Lost Property the Movie: The Angeloid of Clockwork","0/1","Movie","7.09","7.6","Comedy, Ecchi, Romance, Sci-Fi, Shounen, Supernatural","[Matched: Heaven's Lost Property Movie]","https://myanimelist.net/anime/9790","https://anilist.co/anime/9790","","",""
"TONIKAWA: Over The Moon For You ~High School Days~","0/4","ONA","7.06","8","Comedy, Romance, Slice of Life","[Matched: TONIKAWA: Over The Moon For You - High School Days]","https://myanimelist.net/anime/55651","https://anilist.co/anime/166104","","",""
"Kingdom Season 2","0/39","TV","7.06","8.3","Action, Historical, Military, Seinen, War","[Matched: Kingdom: Season 7]","NEEDS_LOOKUP","NEEDS_LOOKUP","","",""
"Sentenced to Be a Hero","0/12","TV","7.01","TBD","Action, Fantasy","[2024+] Aired 2025 [Matched: Sentenced to Be a Hero]","NEEDS_LOOKUP","NEEDS_LOOKUP","","",""
"The Red Ranger Becomes an Adventurer in Another World","0/12","TV","7","7","Action, Adventure, Comedy, Fantasy, Isekai, Mecha","[Matched: The Red Ranger Becomes an Adventurer in Another World]","NEEDS_LOOKUP","NEEDS_LOOKUP","","",""
"A Ninja and an Assassin Under One Roof","0/12","TV","7","6.7","Comedy, Slice of Life","[Matched: A Ninja and an Assassin Under One Roof]","https://myanimelist.net/anime/58725","https://anilist.co/anime/177120","","",""
"Aishen Qiaokeli-ING...","0/15","ONA","6.99","6.3","Comedy, Harem, Romance, School","[Matched: Aishen Qiaokeli-ing...]","https://myanimelist.net/anime/32323","https://anilist.co/anime/21818","","",""
"The Silver Guardian","0/12","TV","6.98","6.1","Action, Adventure, Comedy, Fantasy, Game, Romance","[Matched: The Silver Guardian]","NEEDS_LOOKUP","NEEDS_LOOKUP","","",""
"Code Geass: Akito the Exiled - The Brightness Falls","0/1","Movie","6.97","7.5","Action, Mecha, Military, Sci-Fi","[Matched: Code Geass: Akito the Exiled - The Brightness Falls]","https://myanimelist.net/anime/15199","https://anilist.co/anime/15199","","",""
"Lycoris Recoil -Friends are thieves of time.-","0/6","ONA","6.96","7.4","Action, Slice of Life","[Matched: Lycoris Recoil -Friends are thieves of time.-]","https://myanimelist.net/anime/59369","https://anilist.co/anime/179706","","",""
"Code Geass: Lelouch of the Rebellion II - Transgression","0/1","Movie","6.96","7.9","Action, Drama, Mecha, Military","[Matched: Code Geass: Lelouch of the Rebellion II - Transgression]","https://myanimelist.net/anime/34439","https://anilist.co/anime/101812","","",""
"Made in Abyss: Mezameru Shinpi","0/1","Movie","6.93","7.2","Adventure, Drama, Fantasy, Mystery","[Matched: Made in Abyss: Mezameru Shinpi]","https://myanimelist.net/anime/54250","https://anilist.co/anime/160275","","",""
"Blue Orchestra","0/24","TV","6.93","7.7","Music, School, Slice of Life","[Matched: Blue Orchestra]","https://myanimelist.net/anime/51614","https://anilist.co/anime/147369","","",""
"There was a Cute Girl in the Hero's Party, so I Tried Confessing to Her","0/13","TV","6.92","7.2","7.4, Adventure, Comedy, Fantasy, Romance","[Matched: There Was a Cute Girl in the Hero's Party]","https://myanimelist.net/anime/61983","https://anilist.co/anime/195515","","",""
"Kingdom Season 3","0/26","TV","6.91","8.2","Action, Historical, Military, Seinen, War","[Matched: Kingdom: Season 7]","NEEDS_LOOKUP","NEEDS_LOOKUP","","",""
"Hakumei and Mikochi","0/12","TV","6.91","7.8","Adventure, Fantasy, Slice of Life","[Matched: Hakumei to Mikochi]","https://myanimelist.net/anime/36094","https://anilist.co/anime/99748","","",""
"Code Geass: Akito the Exiled - Memories of Hatred","0/1","Movie","6.9","7.4","Action, Mecha, Military, Sci-Fi","[Matched: Code Geass: Akito the Exiled - Memories of Hatred]","https://myanimelist.net/anime/15201","https://anilist.co/anime/15201","","",""
"Sasaki and Miyano: Graduation","0/1","Movie","6.89","8.2","Boys Love, Romance, School","[Matched: Sasaki and Miyano]","https://myanimelist.net/anime/44055","https://anilist.co/anime/126288","","",""
"Moonrise","0/18","ONA","6.89","7.8","Action, Sci-Fi, Space, Thriller","[Matched: Moonrise]","https://myanimelist.net/anime/38903","https://anilist.co/anime/150654","","",""
"Hortensia SAGA","0/12","TV","6.88","5.9","Action, Drama, Fantasy, Magic","[Matched: Hortensia Saga]","https://myanimelist.net/anime/40961","https://anilist.co/anime/114301","","",""
"Code Geass: Akito the Exiled - To Beloved Ones","0/1","Movie","6.88","7.6","Action, Mecha, Military, Sci-Fi","[Matched: Code Geass: Akito the Exiled - To Beloved Ones]","https://myanimelist.net/anime/30711","https://anilist.co/anime/21178","","",""
"Tales of the Abyss","0/26","TV","6.86","7.9","Adventure, Drama, Fantasy, Magic","[Matched: Tales of the Abyss]","https://myanimelist.net/anime/4884","https://anilist.co/anime/4884","","",""
"Snow White with the Red Hair: Nandemonai Takaramono, Kono Page","0/1","Special","6.82","7.9","Drama, Fantasy, Romance, Shoujo","[VERIFY_MANUALLY]","FAILED_LOOKUP","FAILED_LOOKUP","","",""
"Heroic Age","0/26","TV","6.79","7.4","Action, Mecha, Military, Sci-Fi, Space","[Matched: Heroic Age]","https://myanimelist.net/anime/2002","https://anilist.co/anime/2002","","",""
"Heaven's Lost Property Final - The Movie: Eternally My Master","0/1","Movie","6.79","7.7","Comedy, Ecchi, Romance, Sci-Fi, Shounen, Supernatural","[Matched: Heaven's Lost Property Final – The Movie: Eternally My Master]","https://myanimelist.net/anime/12783","https://anilist.co/anime/12783","","",""
"Disney Twisted-Wonderland: THE ANIMATION - Season 1","0/8","ONA","6.79","6.5","Fantasy, Game, Isekai, School, Josei","[Matched: Disney Twisted-Wonderland The Animation Season 3: Episode of Octavinelle]","https://myanimelist.net/anime/60349","NEEDS_LOOKUP","","",""
"Dusk Maiden of Amnesia: Ghost Girl","0/1","OVA","6.78","7.7","Horror, Romance, School, Shounen, Supernatural","[Matched: Dusk Maiden of Amnesia: ""Ghost Girl""]","https://myanimelist.net/anime/14189","https://anilist.co/anime/14189","","",""
"Betrothed to My Sister's Ex","0/12","TV","6.76","7","Comedy, Romance","[Matched: Betrothed to My Sister's Ex]","NEEDS_LOOKUP","NEEDS_LOOKUP","","",""
"PSYCHO-PASS: Providence","0/1","Movie","6.74","7.8","Action, Mystery, Police, Sci-Fi, Suspense","[Matched: Psycho-Pass Movie 2: Providence]","https://myanimelist.net/anime/52747","https://anilist.co/anime/153687","","",""
"ODDTAXI In The Woods","0/1","Movie","6.73","7.9","Mystery, Drama, Slice of Life","[Matched: ODDTAXI In The Woods]","https://myanimelist.net/anime/50653","https://anilist.co/anime/143080","","",""
"given The Movie: Hiiragi Mix","0/1","Movie","6.71","8.2","Boys Love, Drama, Music, Kingdom Season 4, 0/26, TV, 7.83, 8, Action, Historical, Military, Seinen, War","[Matched: Given Movie 2: Hiiragi Mix]","https://myanimelist.net/anime/54791","https://anilist.co/anime/162987","","",""
"Love Live! Nijigasaki High School Idol Club Season 2","0/13","TV","6.71","7.5","Music, School, Slice of Life, Idols","[Matched: Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season]","https://myanimelist.net/anime/48916","https://anilist.co/anime/133891","","",""
"Zombie Land Saga: Yumeginga Paradise","0/1","Movie","6.7","7.5","Comedy, Music, Supernatural, Idols","[Matched: ZOMBIE LAND SAGA: Yumeginga Paradise]","https://myanimelist.net/anime/50159","https://anilist.co/anime/140337","","",""
"A Day Before Us","0/10","ONA","6.61","7.5","Romance, Slice of Life","[Matched: A Day Before Us]","https://myanimelist.net/anime/42632","https://anilist.co/anime/102425","","",""
"Isekai de Cheat Skill wo Te ni Shita Ore wa...","0/1","Special","6.6","6.5","Action, Fantasy, Isekai","[Matched: Isekai de Cheat Skill o Te ni Shita Ore wa, Genjitsu Sekai o mo Musōsuru]","NEEDS_LOOKUP","NEEDS_LOOKUP","","",""
"Kabaneri of the Iron Fortress: Life That Burns","0/1","Movie","6.58","7.4","Action, Drama, Fantasy, Horror, Supernatural","[Matched: Kabaneri of The Iron Fortress Compilation Movie: Life That Burns]","https://myanimelist.net/anime/33520","https://anilist.co/anime/98663","","",""
"Daemons of the Shadow Realm","0","TV","6.58","6.9","Action, Adventure, Fantasy, Supernatural","[Matched: Daemons of The Shadow Realm]","https://myanimelist.net/anime/62001","https://anilist.co/anime/195600","","",""
"Sacred Seven","0/12","TV","6.56","6.4","Action, Sci-Fi, Super Power","[Matched: Sacred Seven]","https://myanimelist.net/anime/10156","https://anilist.co/anime/10156","","",""
"The Silver Guardian 2","0/6","TV","6.53","6.6","Action, Adventure, Comedy, Fantasy, Game, Romance","[Matched: The Silver Guardian]","NEEDS_LOOKUP","NEEDS_LOOKUP","","",""
"The Beginning After the End Season 2","0/12","TV","6.53","TBD","Action, Adventure, Fantasy, Isekai, Reincarnation","[2024+] Upcoming","UNRELEASED","UNRELEASED","Unrated","Unrated",""
"Blood Blockade Battlefront: King of Kings","0/1","OVA","6.53","7.4","Action, Comedy, Fantasy, Supernatural","[Matched: Blood Blockade Battlefront King Of Kings Restaurant Fit For A King]","https://myanimelist.net/anime/32574","https://anilist.co/anime/21640","","",""
"Sasaki and Miyano: A Tiny Episode","0/1","OVA","6.52","7.8","Boys Love, Romance, School","[Matched: Sasaki to Miyano Movie: Sotsugyou-hen]","https://myanimelist.net/anime/51440","https://anilist.co/anime/146743","","",""
"Kabaneri of the Iron Fortress: Light That Gathers","0/1","Movie","6.51","7.2","Action, Drama, Fantasy, Horror, Supernatural","[Matched: Kabaneri of The Iron Fortress Compilation Movie: Light That Gathers]","https://myanimelist.net/anime/33519","https://anilist.co/anime/98662","","",""
"Yingxiong Zailin","0/12","ONA","6.5","7.5","Action, Adventure, Fantasy","[Matched: Yingxiong Fengzicai]","https://myanimelist.net/anime/46903","NEEDS_LOOKUP","","",""
"Kingdom Season 5","0/13","TV","6.5","8.1","Action, Historical, Military, Seinen, War","[Matched: Kingdom: Season 7]","NEEDS_LOOKUP","NEEDS_LOOKUP","","",""
"Malevolent Spirits: Mononogatari Cour 2","0/12","TV","6.48","7.4","Action, Fantasy, Historical, Mythology, Supernatural","[Matched: Malevolent Spirits : Mononogatari - Cour 2]","https://myanimelist.net/anime/54883","https://anilist.co/anime/163205","","",""
"Blood Blockade Battlefront & Beyond OVA","0/1","OVA","6.47","7.5","Action, Comedy, Fantasy, Supernatural","[Matched: Blood Blockade Battlefront & Beyond OVA]","https://myanimelist.net/anime/37364","https://anilist.co/anime/101695","","",""
"April Showers Bring May Flowers","0/13","TV","6.46","7.1","Comedy, School, Slice of Life","[Matched: April Showers Bring May Flowers]","NEEDS_LOOKUP","NEEDS_LOOKUP","","",""
"Touring After the Apocalypse","0/12","TV","6.45","7.2","Adventure, Sci-Fi, Slice of Life","[Matched: Touring After the Apocalypse]","NEEDS_LOOKUP","NEEDS_LOOKUP","","",""
"given The Movie: To the Sea","0/1","Movie","6.43","8.2","Boys Love, Drama, Music, Romance","[Matched: Given : The Movie - To the Sea]","https://myanimelist.net/anime/58222","https://anilist.co/anime/175199","","",""
"Dawang Raoming 2","0/12","ONA","6.42","7.3","Action, Fantasy","[Matched: Dawang Raoming 2]","https://myanimelist.net/anime/51898","https://anilist.co/anime/146543","","",""
"A Herbivorous Dragon of 5,000 Years Gets Unfairly Villainized","0/12","TV","6.42","6.62","6.8, Comedy, Fantasy","[VERIFY_MANUALLY]","FAILED_LOOKUP","FAILED_LOOKUP","","",""
"Otherworld Harem Story","0/4","OVA","6.36","5.9","Ecchi, Fantasy, Harem","[VERIFY_MANUALLY]","FAILED_LOOKUP","FAILED_LOOKUP","","",""
"Kakuriyo -Bed & Breakfast for Spirits- 2","0/12","TV","6.36","7.7","Demons, Fantasy, Slice of Life, Supernatural","[Matched: Kakuriyo -Bed & Breakfast for Spirits- 2]","https://myanimelist.net/anime/58772","https://anilist.co/anime/177271","","",""
"A Day Before Us ZERO","0/19","ONA","6.35","7.4","Drama, Romance, Slice of Life","[Matched: A Day Before Us (Season Zero)]","https://myanimelist.net/anime/42481","https://anilist.co/anime/104372","","",""
"A Day Before Us 2nd Season","0/15","ONA","6.35","7.5","Romance, Slice of Life","[Matched: A Day Before Us 2nd Season]","https://myanimelist.net/anime/42629","https://anilist.co/anime/104371","","",""
"Kingdom Season 6","0/13","TV","6.34","8.4","Action, Historical, Military, Seinen, War","[Matched: Kingdom: Season 7]","NEEDS_LOOKUP","NEEDS_LOOKUP","","",""
"Farmagia","0/12","TV","6.34","5.8","Action, Adventure, Fantasy","[Matched: Farmagia]","https://myanimelist.net/anime/59113","https://anilist.co/anime/178312","","",""
"Love Live! Nijigasaki High School Idol Club: NEXT SKY","0/1","OVA","6.33","7.6","Music, School, Slice of Life, Idols","[Matched: Love Live ! Nijigasaki High School Idol Club : Next Sky]","https://myanimelist.net/anime/53671","https://anilist.co/anime/157654","","",""
"9-nine- Ruler's Crown","0/13","TV","6.33","5.9","Ecchi, Fantasy, Harem, Romance, School","[Matched: 9-Nine- Ruler’s Crown]","https://myanimelist.net/anime/58957","https://anilist.co/anime/177761","","",""
"Plus-sized Misadventures in Love!","0/12","TV","6.29","7.5","Comedy, Romance, Slice of Life","[Matched: Plus-sized Misadventures in Love !]","https://myanimelist.net/anime/57189","https://anilist.co/anime/170936","","",""
"Boku no Imouto wa """"Osaka Okan""""","0/12","TV Short","6.28","6.3","Comedy, Slice of Life","[Matched: Boku no Imouto wa ""Osaka Okan""]","https://myanimelist.net/anime/16405","https://anilist.co/anime/16405","","",""
"SI-VIS: The Sound of Heroes","0/24","TV","6.25","TBD","Action, Fantasy, Music","""""Saikyou no Shienshoku 'Wajutsushi' de Aru Ore wa Sekai Saikyou Clan ni Shitagaeru N desu ga""""? [Matched: SI-VIS: The Sound of Heroes]","NEEDS_LOOKUP","NEEDS_LOOKUP","","",""
"Princess Lover! Picture Drama","0/6","Special","6.16","5.9","Comedy, Ecchi, Harem","[Matched: Princess Lover! Picture Drama]","https://myanimelist.net/anime/7468","https://anilist.co/anime/7468","","",""
"Agate","0/15","ONA","6.15","6.5","Action, Fantasy, Magic","[Matched: Agate]","https://myanimelist.net/anime/55731","https://anilist.co/anime/141914","","",""
"Princess Lover!: Magical Knight Maria-chan","0/6","Special","6.12","5.9","Comedy, Ecchi, Magic, Parody","[Matched: Princess Lover!: Magical Knight Maria-chan]","https://myanimelist.net/anime/8231","https://anilist.co/anime/8231","","",""
"Girls und Panzer: Motto Love Love Sakusen desu!","0/4","Movie","6.03","7.8","Comedy, Military","[Matched: Girls und Panzer: Motto Love Love Sakusen Desu!]","NEEDS_LOOKUP","NEEDS_LOOKUP","","",""
"Love Between Fairy and Devil","0/12","ONA","6.02","7.9","Fantasy, Magic, Romance","[Matched: Love Between Fairy and Devil]","https://myanimelist.net/anime/51280","https://anilist.co/anime/146565","","",""
"Sacred Seven: Wings of the Silver Moon","0/1","Movie","5.88","6.4","Action, Sci-Fi, Super Power","[Matched: Sacred Seven Movie: Shirogane no Tsubasa]","https://myanimelist.net/anime/11635","https://anilist.co/anime/11635","","",""
"Strike World: Deadverse Reloaded the Anime","0/10","TV","5.87","TBD","Action, Fantasy, Strike the Blood IV?","[Matched: Strike World: Deadverse Reloaded the Anime]","https://myanimelist.net/anime/62066","https://anilist.co/anime/196230","","",""
"Style of Hiroshi Nohara's Lunch","0/12","TV","5.86","6.6","Comedy, Kids, Slice of Life","[Matched: Style of Hiroshi Nohara Lunch]","NEEDS_LOOKUP","NEEDS_LOOKUP","","",""
"Yuan Zun","0/26","ONA","5.85","TBD","Action, Adventure, Fantasy, Martial Arts","[Matched: Yuan Zun]","https://myanimelist.net/anime/50114","https://anilist.co/anime/137673","","",""
"Sacred Seven: Wings of the Silver Moon Picture Drama","0/2","Special","5.84","5.9","Comedy","[Matched: Sacred Seven Movie: Shirogane no Tsubasa Picture Drama]","https://myanimelist.net/anime/13927","https://anilist.co/anime/13927","","",""
"Cang Lan Jue Part 2","0/12","ONA","5.83","7","Action, Adventure, Drama, Fantasy, Martial Arts, Romance","[Matched: Cang Lan Jue Part 2]","https://myanimelist.net/anime/53905","https://anilist.co/anime/155221","","",""
"Psycho Armor Govarian","0/26","TV","5.81","6.2","Action, Mecha, Sci-Fi","[Matched: Psycho Armor Govarian]","https://myanimelist.net/anime/6428","https://anilist.co/anime/6428","","",""
"Whereabouts of Tomorrow: Ashita no Arika","0/1","ONA","5.78","6","Drama, Sci-Fi","[Matched: Whereabouts of Tomorrow: Ashita no Arika]","https://myanimelist.net/anime/62401","https://anilist.co/anime/198377","","",""
"The Promised Neverland Season 2","0/11","TV","5.10","5.1","Mystery, Psychological, Shounen, Supernatural","Significantly lower than S1 - consider manga instead [Matched: THE PROMISED NEVERLAND]","https://myanimelist.net/anime/37779","https://anilist.co/anime/101759","","",""
"Umamusume: Cinderella Gray 2nd Cour","0/10","TV","Unreleased","8.4","Sports, Drama, Uma Musume: Cinderella Gray 2nd Cour","[2024+] Upcoming","UNRELEASED","UNRELEASED","Unrated","Unrated",""
"The Warrior Princess and the Barbaric King","0","TV","Unreleased","TBD","Fantasy, Romance, Slice of Life","[Matched: The Warrior Princess and the Barbaric King]","NEEDS_LOOKUP","NEEDS_LOOKUP","","",""
"The Dangers in My Heart: The Movie","0/1","Movie","Unreleased","TBD","Romance, Comedy, Slice of Life","[2024+] Upcoming","UNRELEASED","UNRELEASED","Unrated","Unrated",""
"That Time I Got Reincarnated as a Slime the Movie: Tears of the Azure Sea","0/1","Movie","Unreleased","TBD","Fantasy, Isekai, Shounen","[2024+] Upcoming","UNRELEASED","UNRELEASED","Unrated","Unrated",""
"Shangri-La Frontier 3rd Season","0","TV","Unreleased","TBD","Action, Adventure, Fantasy, Game, Shounen","[2024+] Upcoming","UNRELEASED","UNRELEASED","Unrated","Unrated",""
